ID SENTENÇA ,SENTENÇA ,ID EXTRAÇÃO ,ARG1 ,REL ,ARG2 ,COERÊNCIA ,MINIMALIDADE ,MÓDULO SUJEITO ,MÓDULO RELAÇÃO ,MÓDULO ARG2,SISTEMA
,,3.0,Põlde , é localizado,"en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn ",,,1,1,1,dptoie
,,4.0,Põlde , é localizado,"en o município e Viljandimaa , en o sul de o país ",,,1,1,0,dptoie
,,5.0,Põlde , é localizado,en o município e Viljandimaa ,,,1,1,0,dptoie
,,6.0,Põlde , é localizado,e 150 km a o sul de a capital Tallinn ,,,1,1,0,dptoie
,,7.0,Põlde , é localizado,de Abja vald en Viljandimaa ,,,1,1,2,dptoie
,,8.0,a capital , é,Tallinn ,,,1,3,3,dptoie
39,"Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ",1.0,Pierre , começou a jogar,Futsal ,,,1,1,1,dptoie
,,2.0,Pierre , começou a jogar,Futsal em 1985 ,,,1,1,1,dptoie
,,3.0,Pierre , começou a jogar,"Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES ",,,1,1,1,dptoie
,,4.0,Pierre , começou a jogar,"Futsal en as escolinhas de o clube Álvares Cabral em Vitória , ES ",,,1,1,0,dptoie
,,5.0,Vitória , é,ES ,,,1,3,3,dptoie
40,Este asteróide foi descoberto em 27 de Abril de 1998 por Paul Comba . ,1.0,Este asteróide , foi descoberto,em 27 de Abril de 1998 ,,,1,1,1,dptoie
,,2.0,Este asteróide , foi descoberto,em 27 de Abril de 1998 por Paul Comba ,,,1,1,1,dptoie
,,3.0,Este asteróide , foi descoberto,por Paul Comba ,,,1,1,0,dptoie
41,Sua capital é a cidade de Tarata . ,1.0,Sua capital , é a cidade,de Tarata ,,,1,1,1,dptoie
,,2.0,Sua capital , é,a cidade de Tarata ,,,1,5,1,dptoie
42,"Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ",1.0,Corani , é um distrito,de o Peru ,,,1,1,1,dptoie
,,2.0,Corani , é um distrito,"de o Peru , departamento de Puno ",,,1,1,1,dptoie
,,3.0,Corani , é um distrito,"de o Peru , departamento de Puno , localizada en a província de Carabaya ",,,1,1,1,dptoie
,,4.0,Corani , é um distrito,departamento de Puno ,,,1,1,0,dptoie
,,5.0,Corani , é um distrito,"departamento , localizada en a província de Carabaya ",,,1,1,0,dptoie
,,6.0,um distrito de o Peru , é,departamento de Puno ,,,1,3,3,dptoie
,,7.0,Corani , é,um distrito de o Peru ,,,1,5,1,dptoie
43,"Localiza - se en o departamento de Santa Rosa , Município de Chiquimulilla . ",1.0,Santa Rosa , é,Município de Chiquimulilla ,,,1,3,3,dptoie
44,"Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ",1.0,Esta lista , reúne,os recordes olímpicos de o tiro esportivo ,,,1,1,1,dptoie
,,2.0,Esta lista , reúne,"os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 ",,,1,1,1,dptoie
45,"O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ",1.0,O beato , é,muito famoso ,,,1,1,1,dptoie
,,2.0,O beato , é,muito famoso por todo o Brasil ,,,1,1,1,dptoie
,,3.0,O beato , é,"muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país ",,,1,1,1,dptoie
,,4.0,O beato , é,"muito famoso , sendo considerado responsável por vários milagres ocorridos por todo o país ",,,1,1,0,dptoie
,,5.0,O beato , é,Padre Eustáquio ,,,1,3,3,dptoie
,,6.0,Padre Eustáquio , é,muito famoso ,,,3,1,1,dptoie
,,7.0,Padre Eustáquio , é,muito famoso por todo o Brasil ,,,3,1,1,dptoie
,,8.0,Padre Eustáquio , é,"muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país ",,,3,1,1,dptoie
,,9.0,Padre Eustáquio , é,"muito famoso , sendo considerado responsável por vários milagres ocorridos por todo o país ",,,3,1,0,dptoie
46,"Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ",,,,,,,,,,dptoie
47,Salleri é uma cidade de o Nepal . ,1.0,Salleri , é uma cidade,de o Nepal ,,,1,1,1,dptoie
,,2.0,Salleri , é,uma cidade de o Nepal ,,,1,5,1,dptoie
48,Exerceu várias vezes o cargo de deputado provincial por Pernambuco . ,,,,,,,,,,dptoie
49,"Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ",1.0,Similares espíritos divinos , também são encontrados,en as tradições de a África - Orixá Central e África Ocidental onde eles derivam de a cultura Yoruba ,,,1,1,1,dptoie
,,2.0,Similares espíritos divinos , também são encontrados,en as tradições de a África - Orixá Central e África Ocidental onde eles derivam de a cultura Yoruba e o vodou de o Dahomey ( Benin ) ,,,1,1,1,dptoie
,,3.0,Similares espíritos divinos , também são encontrados,"en as tradições de a África - Orixá Central e África Ocidental onde eles derivam de a cultura Yoruba e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso ",,,1,1,1,dptoie
,,4.0,Similares espíritos divinos , também são encontrados,e o vodou de o Dahomey ( Benin ) ,,,1,1,0,dptoie
,,5.0,Similares espíritos divinos , também são encontrados,"e o vodou de o Dahomey , Togo , sul de Ghana , e Burkina Faso ",,,1,1,0,dptoie
,,6.0,Similares espíritos divinos , também são encontrados,en as tradições de a África - Orixá Central ,,,1,1,2,dptoie
,,7.0,Similares espíritos divinos , também são encontrados,en as tradições Central de África Ocidental ,,,1,1,2,dptoie
,,8.0,Similares espíritos divinos , também são encontrados,en as tradições Central de África Ocidental de a cultura Yoruba e o vodou de o Dahomey ( Benin ) sul de Ghana ,,,1,1,2,dptoie
,,9.0,Similares espíritos divinos , também são encontrados,en as tradições Central de África Ocidental de a cultura Yoruba e o vodou de o Dahomey ( Benin ) Burkina Faso ,,,1,1,2,dptoie
,,10.0,África Ocidental , derivam,de onde ,,,2,1,1,dptoie
,,11.0,a cultura , é,Yoruba ,,,1,3,3,dptoie
,,12.0,os tradições , é,Bantu ,,,1,3,3,dptoie
,,13.0,Bantu , é,( Congo ) ,,,1,3,3,dptoie
,,14.0,o Dahomey , é,( Benin ) ,,,1,3,3,dptoie
50,"É neste braço que se encontra a cidade de Lecco , e en o cruzamento deste braço com o braço de Sudoeste , a parte Sudoeste de o lago de Como , que se encontra Bellagio . ",1.0,a parte , se encontra,Bellagio ,,,2,1,1,dptoie
,,2.0,a parte , é,Sudoeste de o lago de Como ,,,1,3,3,dptoie
,,3.0,Sudoeste de o lago de Como , se encontra,Bellagio ,,,3,1,1,dptoie
51,"Desde ontem integrado a o elenco , o levantador Maurício iniciou seu treino en a seleção sob o olhar atento de o preparador físico Júlio Noronha . ",1.0,Maurício , iniciou,seu treino ,,,1,1,1,dptoie
,,2.0,Maurício , iniciou,seu treino en a seleção ,,,1,1,1,dptoie
,,3.0,Maurício , iniciou,seu treino en a seleção sob o olhar atento de o preparador físico Júlio Noronha ,,,1,1,1,dptoie
,,4.0,Maurício , iniciou,seu treino Desde ontem ,,,1,1,1,dptoie
,,5.0,Maurício , iniciou,seu treino sob o olhar atento de o preparador físico Júlio Noronha ,,,1,1,0,dptoie
,,6.0,o preparador físico , é,Júlio Noronha ,,,1,3,3,dptoie
52,"A falta de tempo também impede Camila de ir mais a o cinema , a o teatro e a shows . ",1.0,A falta de tempo , também impede,Camila de ir mais a o cinema ,,,1,1,1,dptoie
,,2.0,A falta de tempo , também impede,"Camila de ir mais a o cinema , a o teatro e a shows ",,,1,1,1,dptoie
,,3.0,A falta de tempo , também impede,"Camila de ir mais a o cinema , a o teatro ",,,1,1,2,dptoie
,,4.0,A falta de tempo , também impede,Camila de ir mais a o cinema a shows ,,,1,1,2,dptoie
53,"Em 1970 , saí daqui como burro , maluco , irresponsável por ter escalado Rivelino en a ponta . ",,,,,,,,,,dptoie
54,O grau de adesão e respeito a essas normas está ligado a os atributos morais de os participantes . ,1.0,O grau de adesão e respeito a essas normas , está ligado,a os atributos morais de os participantes ,,,1,1,1,dptoie
55,"Vira só restaurante sendo que o bar será deslocado para o pátio de o fundo , com direito a performance de o deejay Bid , mais Bartolo e Hori . ",1.0,o bar , será deslocado,para o pátio de o fundo ,,,1,1,1,dptoie
,,2.0,o bar , será deslocado,"para o pátio de o fundo , com direito a performance de o deejay Bid ",,,1,1,1,dptoie
,,3.0,o bar , será deslocado,com direito a performance de o deejay Bid ,,,1,1,0,dptoie
,,4.0,o deejay , é,Bid ,,,1,3,3,dptoie
56,"Músicos : Edgard Scandurra , Paulo Tatit , Zaba Moreau , Pedro Ito e Peter Price . ",,,,,,,,,,dptoie
57,"a os poucos , chegavam os Zamboni , os Tomasi , os Fitarelli , com suas tradições e , é claro , com cepas de videiras . ",1.0,os Zamboni , chegavam,os Tomasi ,,,1,1,1,dptoie
,,2.0,os Zamboni , chegavam,"os Tomasi , , com cepas de videiras ",,,1,1,1,dptoie
,,3.0,os Zamboni , chegavam,a os poucos ,,,1,1,1,dptoie
,,4.0,os Zamboni , chegavam,com cepas de videiras ,,,1,1,0,dptoie
,,5.0,"os Fitarelli , com suas tradições ", chegavam,os Tomasi ,,,1,1,1,dptoie
,,6.0,"os Fitarelli , com suas tradições ", chegavam,"os Tomasi , , com cepas de videiras ",,,1,1,1,dptoie
,,7.0,"os Fitarelli , com suas tradições ", chegavam,a os poucos ,,,1,1,1,dptoie
,,8.0,"os Fitarelli , com suas tradições ", chegavam,com cepas de videiras ,,,1,1,0,dptoie
58,O IPMF foi criado para vigorar somente até o próximo dia 31 . ,1.0,O IPMF , foi criado,para vigorar somente até o próximo dia 31 ,,,1,1,1,dptoie
59,Até mesmo en a Organização por a Libertação de a Palestina ( OLP ) houve críticas a o líder . ,1.0,a Até mesmo Organização por a Libertação de a Palestina , houve,críticas ,,,1,1,1,dptoie
,,2.0,a Até mesmo Organização por a Libertação de a Palestina , houve,críticas a o líder ,,,1,1,1,dptoie
,,3.0,a Organização por a Libertação de a Palestina , é,( OLP ) ,,,1,3,3,dptoie
60,"Os 50 contribuintes mais ricos de o país declararam a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões de Imposto de Renda en o exercício de 1992 . ",1.0,Os 50 contribuintes mais ricos de o país , declararam,a a Receita Federal ,,,1,1,1,dptoie
,,2.0,Os 50 contribuintes mais ricos de o país , declararam,"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões ",,,1,1,1,dptoie
,,3.0,Os 50 contribuintes mais ricos de o país , declararam,"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões ",,,1,1,1,dptoie
,,4.0,Os 50 contribuintes mais ricos de o país , declararam,"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões de Imposto de Renda ",,,1,1,1,dptoie
,,5.0,Os 50 contribuintes mais ricos de o país , declararam,"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões de Imposto de Renda en o exercício de 1992 ",,,1,1,1,dptoie
,,6.0,Os 50 contribuintes mais ricos de o país , declararam,"en o ano passado um patrimônio de US $ 11,7 bilhões ",,,1,1,0,dptoie
,,7.0,Os 50 contribuintes mais ricos de o país , declararam,"mas só recolheram US $ 6,2 milhões ",,,1,1,0,dptoie
,,8.0,Os 50 contribuintes mais ricos de o país , declararam,mas só recolheram US $ de Imposto de Renda ,,,1,1,0,dptoie
,,9.0,Os 50 contribuintes mais ricos de o país , declararam,mas só recolheram US $ en o exercício de 1992 ,,,1,1,0,dptoie
61,"Importante lembrar que a violência , hoje , acontece fora de os estádios , en as torcidas e , também , dentro de as quatro linhas , entre jogadores , técnicos , juízes etc . ",1.0,Importante , lembrar,en as torcidas ,,,1,1,2,dptoie
,,2.0,Importante , lembrar,também dentro de as quatro linhas ,,,1,1,2,dptoie
,,3.0,Importante , lembrar,também dentro de as quatro linhas técnicos ,,,1,1,2,dptoie
,,4.0,a violência ," hoje , acontece",fora de os estádios ,,,1,1,1,dptoie
,,5.0,Importante , lembrar,que ,,,1,1,6,dptoie
,,5.1,a violência ," hoje , acontece",fora de os estádios ,x,x,x,x,x,dptoie
62,Folha Algumas empresas de Santa Catarina e de São Paulo reajustaram seus preços como consequência de o dissídio salarial concedido a os seus trabalhadores . ,1.0,Algumas empresas de Santa Catarina e de São Paulo , reajustaram,seus preços ,,,1,1,1,dptoie
,,2.0,Algumas empresas de Santa Catarina e de São Paulo , reajustaram,seus preços como consequência de o dissídio salarial concedido a os seus trabalhadores ,,,1,1,1,dptoie
63,"Dener morreu en o dia 19 de abril em um acidente de carro , en o Rio . ",1.0,Dener , morreu,en o dia 19 de abril ,,,1,1,1,dptoie
,,2.0,Dener , morreu,en o dia 19 de abril em um acidente de carro ,,,1,1,1,dptoie
,,3.0,Dener , morreu,"en o dia 19 de abril em um acidente de carro , en o Rio ",,,1,1,1,dptoie
,,4.0,Dener , morreu,em um acidente de carro ,,,1,1,0,dptoie
,,5.0,Dener , morreu,en o Rio ,,,1,1,0,dptoie
64,"Segundo o técnico Zé Roberto , após as fériasa seleção vai aproveitar o intervalo até a fase final de a Liga para corrigir as falhas apresentadas en a fase classificatória , entre eles o saque e o passe . ",1.0,o técnico , é,Zé Roberto ,,,1,3,3,dptoie
65,"O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ",1.0,a prefeitura , ainda não pagou,os US $ 600 mil ,,,1,1,1,dptoie
,,2.0,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo ,,,1,1,1,dptoie
,,3.0,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ,,,1,1,1,dptoie
,,4.0,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ,,,1,1,1,dptoie
,,5.0,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ,,,1,1,1,dptoie
,,6.0,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ,,,1,1,2,dptoie
,,7.0,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ,,,1,1,2,dptoie
,,8.0,O diretor - presidente de a Splice , é,Antonio Beldi ,,,1,3,3,dptoie
,,9.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,9.1,a prefeitura , ainda não pagou,os US $ 600 mil ,x,x,x,x,x,dptoie
,,10.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,10.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo ,x,x,x,x,x,dptoie
,,11.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,11.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ,x,x,x,x,x,dptoie
,,12.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,12.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ,x,x,x,x,x,dptoie
,,13.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,13.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ,x,x,x,x,x,dptoie
,,14.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,14.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ,x,x,x,x,x,dptoie
,,15.0,O diretor - presidente de a Splice , afirmou,ontem que ,,,1,1,6,dptoie
,,15.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ,x,x,x,x,x,dptoie
,,16.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,16.1,a prefeitura , ainda não pagou,os US $ 600 mil ,x,x,x,x,x,dptoie
,,17.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,17.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo ,x,x,x,x,x,dptoie
,,18.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,18.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ,x,x,x,x,x,dptoie
,,19.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,19.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ,x,x,x,x,x,dptoie
,,20.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,20.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ,x,x,x,x,x,dptoie
,,21.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,21.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ,x,x,x,x,x,dptoie
,,22.0,O diretor - presidente de a Splice , afirmou,que ,,,1,1,6,dptoie
,,22.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ,x,x,x,x,x,dptoie
,,23.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,23.1,a prefeitura , ainda não pagou,os US $ 600 mil ,x,x,x,x,x,dptoie
,,24.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,24.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo ,x,x,x,x,x,dptoie
,,25.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,25.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ,x,x,x,x,x,dptoie
,,26.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,26.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ,x,x,x,x,x,dptoie
,,27.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,27.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ,x,x,x,x,x,dptoie
,,28.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,28.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ,x,x,x,x,x,dptoie
,,29.0,Antonio Beldi , afirmou,ontem que ,,,3,1,6,dptoie
,,29.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ,x,x,x,x,x,dptoie
,,30.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,30.1,a prefeitura , ainda não pagou,os US $ 600 mil ,x,x,x,x,x,dptoie
,,31.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,31.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo ,x,x,x,x,x,dptoie
,,32.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,32.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ,x,x,x,x,x,dptoie
,,33.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,33.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ,x,x,x,x,x,dptoie
,,34.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,34.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ,x,x,x,x,x,dptoie
,,35.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,35.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ,x,x,x,x,x,dptoie
,,36.0,Antonio Beldi , afirmou,que ,,,3,1,6,dptoie
,,36.1,a prefeitura , ainda não pagou,os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ,x,x,x,x,x,dptoie
66,"A queda foi ajudada por a retração de 1,69 % en os preços de os produtos de higiene pessoal , que acumulam redução de 1,91 % en o mês . ",1.0,A queda , foi ajudada,"por a retração de 1,69 % ",,,1,1,1,dptoie
,,2.0,A queda , foi ajudada,"por a retração de 1,69 % en os preços de os produtos de higiene pessoal ",,,1,1,1,dptoie
,,3.0,A queda , foi ajudada,"por a retração de 1,69 % en os preços de os produtos de higiene pessoal , que acumulam redução de 1,91 % ",,,1,1,1,dptoie
,,4.0,A queda , foi ajudada,"por a retração de 1,69 % en os preços de os produtos de higiene pessoal , que acumulam redução de 1,91 % en o mês ",,,1,1,1,dptoie
,,5.0,A queda , foi ajudada,por a retração en os preços de os produtos de higiene pessoal ,,,1,1,0,dptoie
,,6.0,A queda , foi ajudada,"por a retração , que acumulam redução de 1,91 % ",,,1,1,0,dptoie
,,7.0,A queda , foi ajudada,"por a retração , que acumulam redução en o mês ",,,1,1,0,dptoie
,,8.0,"a retração de 1,69 % en os preços de os produtos de higiene pessoal ", acumulam redução,"de 1,91 % ",,,2,1,1,dptoie
,,9.0,"a retração de 1,69 % en os preços de os produtos de higiene pessoal ", acumulam redução,"de 1,91 % en o mês ",,,2,1,1,dptoie
,,10.0,"a retração de 1,69 % en os preços de os produtos de higiene pessoal ", acumulam redução,en o mês ,,,2,1,0,dptoie
,,11.0,"a retração de 1,69 % en os preços de os produtos de higiene pessoal ", acumulam,"redução de 1,91 % ",,,2,5,1,dptoie
67,"Radicalizar por o mundo sobre duas rodas tem dois endereços certos : International Bicycle Fund , agência de cicloturismo em Seatlle ( EUA ) e Abercrombie & Kent , representada en o país por a Interpoint . ",1.0,Radicalizar por o mundo sobre duas rodas , tem,dois endereços certos ,,,1,1,1,dptoie
,,2.0,Radicalizar por o mundo sobre duas rodas , tem,"dois endereços certos International Bicycle Fund , agência de cicloturismo em Seatlle ( EUA ) e Abercrombie & Kent ",,,1,1,1,dptoie
,,3.0,agência de cicloturismo em Seatlle , é,( EUA ) ,,,1,3,3,dptoie
68,"Rebeldes islâmicos fugiram em 1992 de o Tadjiquistão para o Afeganistão , após derrota para forças controladas por ex - comunistas . ",1.0,Rebeldes islâmicos , fugiram,em 1992 de o Tadjiquistão ,,,1,1,1,dptoie
,,2.0,Rebeldes islâmicos , fugiram,em 1992 de o Tadjiquistão para o Afeganistão ,,,1,1,1,dptoie
,,3.0,Rebeldes islâmicos , fugiram,"em 1992 de o Tadjiquistão para o Afeganistão , após derrota para forças controladas por ex - comunistas ",,,1,1,1,dptoie
,,4.0,Rebeldes islâmicos , fugiram,para o Afeganistão ,,,1,1,0,dptoie
,,5.0,Rebeldes islâmicos , fugiram,após derrota para forças controladas por ex - comunistas ,,,1,1,0,dptoie
69,"Ciro Gomes , que ninguém fique com falsa impressão , não mudou em nada . ",1.0,Ciro Gomes , não mudou,em nada ,,,1,1,1,dptoie
,,2.0,Ciro Gomes , fique,com falsa impressão ,,,2,1,1,dptoie
,,3.0,Ciro Gomes , fique,que ,,,2,1,1,dptoie
70,Traduzindo em termos simples : nenhum político gosta de colocar azeitona en a empada de seus adversários . ,1.0,nenhum político , gosta,de colocar azeitona ,,,1,1,1,dptoie
,,2.0,nenhum político , gosta,de colocar azeitona en a empada de seus adversários ,,,1,1,1,dptoie
,,3.0,nenhum político , gosta,Traduzindo em termos simples ,,,1,1,1,dptoie
,,4.0,nenhum político , gosta,de colocar en a empada de seus adversários ,,,1,1,0,dptoie
71,"O prefeito , segundo colocado , teria de 27 % a 30 % de os votos . ",,,,,,,,,,dptoie
72,"As embalagens , 33 % . ",,,,,,,,,,dptoie
73,"en o início de o sequestro , havia sido pedido um resgate de US $ 12 milhões . ",,,,,,,,,,dptoie
74,Esta é a primeira vez desde 1930 que os EUA conseguem avançar além de a fase inicial de um campeonato mundial de futebol . ,1.0,Esta , é a primeira vez,desde 1930 ,,,1,1,1,dptoie
,,2.0,Esta , é a primeira vez,desde 1930 que os EUA conseguem avançar além de a fase inicial de um campeonato mundial de futebol ,,,1,1,1,dptoie
,,3.0,Esta , é a primeira vez,que os EUA conseguem avançar além de a fase inicial de um campeonato mundial de futebol ,,,1,1,0,dptoie
,,4.0,os EUA , conseguem,avançar além de a fase inicial de um campeonato mundial de futebol ,,,1,1,1,dptoie
,,5.0,Esta , é,a primeira vez desde 1930 ,,,1,5,1,dptoie
75,"A casa de quatro quartos , alugada por a própria Unesp , tem uma imensa infiltração de água en a sala . ",1.0,A casa de quatro quartos , tem,uma imensa infiltração de água ,,,1,1,1,dptoie
,,2.0,A casa de quatro quartos , tem,uma imensa infiltração de água en a sala ,,,1,1,1,dptoie
,,3.0,A casa de quatro quartos , alugada,por a própria Unesp ,,,1,1,1,dptoie
76,Ela afirma que as escolas e as pessoas não podem ficar imunes a a tecnologia . ,1.0,as escolas e as pessoas , não podem ficar,imunes a a tecnologia ,,,1,1,1,dptoie
,,2.0,Ela , afirma,que ,,,1,1,6,dptoie
,,2.1,as escolas e as pessoas , não podem ficar,imunes a a tecnologia ,x,x,x,x,x,dptoie
77,"Com isso , só falta marcar a data exata para a convocação extra de os parlamentares . ",,,,,,,,,,dptoie
78,O ministro Rubens Ricupero ( Fazenda ) negou que os recursos tenham sido desviados para fins não - sociais . ,1.0,os recursos , tenham sido desviados,para fins não - sociais ,,,1,1,1,dptoie
,,2.0,O ministro , é,Rubens Ricupero ,,,1,3,3,dptoie
,,3.0,Rubens Ricupero , é,( Fazenda ) ,,,1,3,3,dptoie
,,4.0,O ministro , negou,que ,,,1,1,6,dptoie
,,4.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,5.0,Rubens Ricupero , negou,que ,,,3,1,6,dptoie
,,5.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,6.0,Rubens Ricupero , negou,que ,,,3,1,6,dptoie
,,6.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,7.0,Rubens Ricupero , negou,que ,,,3,1,6,dptoie
,,7.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,8.0,Rubens Ricupero , negou,que ,,,3,1,6,dptoie
,,8.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
,,9.0,( Fazenda ) , negou,que ,,,3,1,6,dptoie
,,9.1,os recursos , tenham sido desviados,para fins não - sociais ,x,x,x,x,x,dptoie
