 "ID SENTENÇA" ; "SENTENÇA" ; "ID EXTRAÇÃO" ; "ARG1" ; "REL" ; "ARG2" ; "COERÊNCIA" ; "MINIMALIDADE" ; "MÓDULO SUJEITO" ; "MÓDULO RELAÇÃO" ; "MÓDULO ARG2";
"";"";"2.0";"A Koyamaki ";" foi escolhida";"como o kamon ( brasão ) de o Príncipe Hisahito de Akishino ";"";"";"1";"1";"1";
"";"";"3.0";"A Koyamaki ";" foi escolhida";"como o kamon ( brasão ) de o Príncipe Hisahito de Akishino , actualmente o terceiro en a sucessão de o Trono de o Crisântemo ";"";"";"1";"1";"1";
"";"";"4.0";"A Koyamaki ";" foi escolhida";"como o kamon de o Príncipe Hisahito de Akishino ";"";"";"1";"1";"0";
"";"";"5.0";"A Koyamaki ";" foi escolhida";"como o kamon , actualmente o terceiro en a sucessão de o Trono de o Crisântemo ";"";"";"1";"1";"0";
"36";"O realismo de o show acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha índices baixíssimos de audiência e foi cancelada com menos de 4 meses en o ar . ";"1.0";"O realismo de o show ";" acabou por se tornar uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série tinha";"índices baixíssimos de audiência ";"";"";"1";"1";"1";
"";"";"2.0";"a série ";" tinha";"índices baixíssimos de audiência ";"";"";"1";"1";"1";
"";"";"3.0";"a série ";" tinha";"índices baixíssimos de audiência , segundo o instituto Nielsen Media Research ";"";"";"1";"1";"1";
"";"";"4.0";"O realismo de o show ";" foi cancelada";"com menos de 4 meses ";"";"";"1";"2";"1";
"";"";"5.0";"O realismo de o show ";" foi cancelada";"com menos de 4 meses en o ar ";"";"";"1";"2";"1";
"";"";"6.0";"O realismo de o show ";" foi cancelada";"en o ar ";"";"";"1";"2";"0";
"";"";"7.0";"segundo o instituto ";" é";"Nielsen Media Research ";"";"";"1";"3";"3";
"";"";"8.0";"O realismo de o show ";" acabou por se tornar";"uma barreira para a audiência , segundo o instituto Nielsen Media Research , a série ";"";"";"1";"5";"1";
"37";"O clima é geralmente mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz . ";"1.0";"O clima ";" é";"mais quente ";"";"";"1";"1";"1";
"";"";"2.0";"O clima ";" é";"mais quente que o de Auckland ";"";"";"1";"1";"1";
"";"";"3.0";"O clima ";" é";"mais quente que o de Auckland , com menos humidade e chuva , e mais horas de luz ";"";"";"1";"1";"1";
"";"";"4.0";"O clima ";" é";"mais quente , com menos humidade e chuva , e mais horas de luz ";"";"";"1";"1";"0";
"";"";"5.0";"O clima ";" é";"mais quente que o de Auckland , com menos humidade ";"";"";"1";"1";"2";
"";"";"6.0";"O clima ";" é";"mais quente que o de Auckland chuva ";"";"";"1";"1";"2";
"";"";"7.0";"O clima ";" é";"mais quente que o de Auckland mais horas de luz ";"";"";"1";"1";"2";
"38";"Põlde é localizado en o município de Abja vald e Viljandimaa , en o sul de o país , e 150 km a o sul de a capital Tallinn . ";"1.0";"Põlde ";" é localizado";"en o município de Abja vald e Viljandimaa ";"";"";"1";"1";"1";
"";"";"2.0";"Põlde ";" é localizado";"en o município de Abja vald e Viljandimaa e 150 km a o sul de a capital Tallinn ";"";"";"1";"1";"1";
"";"";"3.0";"Põlde ";" é localizado";"en o município de Abja vald e Viljandimaa e 150 km a o sul de a capital Tallinn , en o sul de o país ";"";"";"1";"1";"1";
"";"";"4.0";"Põlde ";" é localizado";"en o município e 150 km a o sul de a capital Tallinn ";"";"";"1";"1";"0";
"";"";"5.0";"Põlde ";" é localizado";"en o sul de o país ";"";"";"1";"1";"0";
"";"";"6.0";"Põlde ";" é localizado";"en o sul ";"";"";"1";"1";"0";
"";"";"7.0";"Põlde ";" é localizado";"en o município de Abja vald ";"";"";"1";"1";"2";
"";"";"8.0";"Põlde ";" é localizado";"en o município de Viljandimaa ";"";"";"1";"1";"2";
"";"";"9.0";"Põlde ";" é localizado";"de Viljandimaa en 150 km a o sul de a capital Tallinn ";"";"";"1";"1";"2";
"";"";"10.0";"a capital ";" é";"Tallinn ";"";"";"1";"3";"3";
"39";"Pierre começou a jogar Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES . ";"1.0";"Pierre ";" começou a jogar";"Futsal ";"";"";"1";"1";"1";
"";"";"2.0";"Pierre ";" começou a jogar";"Futsal em 1985 ";"";"";"1";"1";"1";
"";"";"3.0";"Pierre ";" começou a jogar";"Futsal em 1985 en as escolinhas de o clube Álvares Cabral ";"";"";"1";"1";"1";
"";"";"4.0";"Pierre ";" começou a jogar";"Futsal em 1985 en as escolinhas de o clube Álvares Cabral em Vitória , ES ";"";"";"1";"1";"1";
"";"";"5.0";"Pierre ";" começou a jogar";"Futsal en as escolinhas de o clube Álvares Cabral ";"";"";"1";"1";"0";
"";"";"6.0";"Pierre ";" começou a jogar";"Futsal em Vitória , ES ";"";"";"1";"1";"0";
"";"";"7.0";"o clube ";" é";"Álvares Cabral ";"";"";"1";"3";"3";
"";"";"8.0";"Vitória ";" é";"ES ";"";"";"1";"3";"3";
"40";"Este asteróide foi descoberto em 27 de Abril de 1998 por Paul Comba . ";"1.0";"Este asteróide ";" foi descoberto";"em 27 de Abril de 1998 ";"";"";"1";"1";"1";
"";"";"2.0";"Este asteróide ";" foi descoberto";"em 27 de Abril de 1998 por Paul Comba ";"";"";"1";"1";"1";
"";"";"3.0";"Este asteróide ";" foi descoberto";"por Paul Comba ";"";"";"1";"1";"0";
"41";"Sua capital é a cidade de Tarata . ";"1.0";"Sua capital ";" é a cidade";"de Tarata ";"";"";"1";"1";"1";
"";"";"2.0";"Sua capital ";" é";"a cidade de Tarata ";"";"";"1";"5";"1";
"42";"Corani é um distrito de o Peru , departamento de Puno , localizada en a província de Carabaya . ";"1.0";"Corani ";" é um distrito";"de o Peru , departamento de Puno ";"";"";"1";"1";"1";
"";"";"2.0";"Corani ";" é um distrito";"de o Peru , departamento de Puno , localizada en a província de Carabaya ";"";"";"1";"1";"1";
"";"";"3.0";"Corani ";" é um distrito";"localizada en a província de Carabaya ";"";"";"1";"1";"0";
"";"";"4.0";"o Peru ";" é";"departamento de Puno ";"";"";"1";"3";"3";
"";"";"5.0";"Corani ";" é";"um distrito de o Peru , departamento de Puno ";"";"";"1";"5";"1";
"43";"Localiza - se en o departamento de Santa Rosa , Município de Chiquimulilla . ";"1.0";"Santa Rosa ";" é";"Município de Chiquimulilla ";"";"";"1";"3";"3";
"44";"Esta lista reúne os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 . ";"1.0";"Esta lista ";" reúne";"os recordes olímpicos de o tiro esportivo ";"";"";"1";"1";"1";
"";"";"2.0";"Esta lista ";" reúne";"os recordes olímpicos de o tiro esportivo , atualizados até os Jogos Olímpicos de Verão de 2008 ";"";"";"1";"1";"1";
"45";"O beato Padre Eustáquio é muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país . ";"1.0";"O beato ";" é";"muito famoso ";"";"";"1";"1";"1";
"";"";"2.0";"O beato ";" é";"muito famoso por todo o Brasil ";"";"";"1";"1";"1";
"";"";"3.0";"O beato ";" é";"muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país ";"";"";"1";"1";"1";
"";"";"4.0";"O beato ";" é";"muito famoso , sendo considerado responsável por vários milagres ocorridos por todo o país ";"";"";"1";"1";"0";
"";"";"5.0";"O beato ";" é";"Padre Eustáquio ";"";"";"1";"3";"3";
"";"";"6.0";"Padre Eustáquio ";" é";"muito famoso ";"";"";"3";"1";"1";
"";"";"7.0";"Padre Eustáquio ";" é";"muito famoso por todo o Brasil ";"";"";"3";"1";"1";
"";"";"8.0";"Padre Eustáquio ";" é";"muito famoso por todo o Brasil , sendo considerado responsável por vários milagres ocorridos por todo o país ";"";"";"3";"1";"1";
"";"";"9.0";"Padre Eustáquio ";" é";"muito famoso , sendo considerado responsável por vários milagres ocorridos por todo o país ";"";"";"3";"1";"0";
"46";"Segundo informações oficiais , o objetivo de a missão era apenas aproximar - se de a Soyuz 2 como um teste , sem acoplamento . ";"";"";"";"";"";"";"";"";
"47";"Salleri é uma cidade de o Nepal . ";"1.0";"Salleri ";" é uma cidade";"de o Nepal ";"";"";"1";"1";"1";
"";"";"2.0";"Salleri ";" é";"uma cidade de o Nepal ";"";"";"1";"5";"1";
"48";"Exerceu várias vezes o cargo de deputado provincial por Pernambuco . ";"";"";"";"";"";"";"";"";
"49";"Similares espíritos divinos também são encontrados en as tradições de a África Central e África Ocidental de onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , e o vodou de o Dahomey ( Benin ) , Togo , sul de Ghana , e Burkina Faso . ";"1.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições de a África Central e África Ocidental ";"";"";"1";"1";"1";
"";"";"2.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições de a África Central e África Ocidental onde eles derivam - o Orixá de a cultura Yoruba ";"";"";"1";"1";"1";
"";"";"3.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições de a África Central e África Ocidental onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , Togo , sul de Ghana , e Burkina Faso ";"";"";"1";"1";"1";
"";"";"4.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições de a África Central e África Ocidental onde eles derivam - o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , Togo , sul de Ghana , e Burkina Faso , e o vodou de o Dahomey ( Benin ) ";"";"";"1";"1";"1";
"";"";"5.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições onde eles derivam - o Orixá de a cultura Yoruba ";"";"";"1";"1";"0";
"";"";"6.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições onde eles derivam - o Orixá , o nkisi de os tradições Bantu ( Congo ) , Togo , sul de Ghana , e Burkina Faso ";"";"";"1";"1";"0";
"";"";"7.0";"Similares espíritos divinos ";" também são encontrados";"e o vodou de o Dahomey ( Benin ) ";"";"";"1";"1";"0";
"";"";"8.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições de a África Central ";"";"";"1";"1";"2";
"";"";"9.0";"Similares espíritos divinos ";" também são encontrados";"en as tradições Central de África Ocidental ";"";"";"1";"1";"2";
"";"";"10.0";"as tradições de a África Central e África Ocidental ";" derivam";"- o Orixá de a cultura Yoruba ";"";"";"2";"1";"1";
"";"";"11.0";"as tradições de a África Central e África Ocidental ";" derivam";"- o Orixá de a cultura Yoruba , o nkisi de os tradições Bantu ( Congo ) , Togo , sul de Ghana , e Burkina Faso ";"";"";"2";"1";"1";
"";"";"12.0";"as tradições de a África Central e África Ocidental ";" derivam";"- o Orixá de a cultura , o nkisi de os tradições , Togo , e Burkina Faso de onde ";"";"";"2";"1";"1";
"";"";"13.0";"as tradições de a África Central e África Ocidental ";" derivam";"- o Orixá de a cultura Yoruba de onde ";"";"";"2";"1";"2";
"";"";"14.0";"as tradições de a África Central e África Ocidental ";" derivam";"de a cultura Yoruba o nkisi de os tradições Bantu ";"";"";"2";"1";"2";
"";"";"15.0";"as tradições de a África Central e África Ocidental ";" derivam";"de a cultura Yoruba o nkisi de os tradições Bantu de onde ";"";"";"2";"1";"2";
"";"";"16.0";"as tradições de a África Central e África Ocidental ";" derivam";"de a cultura Yoruba Togo , sul de Ghana ";"";"";"2";"1";"2";
"";"";"17.0";"as tradições de a África Central e África Ocidental ";" derivam";"de a cultura Yoruba Togo , sul de Ghana de onde ";"";"";"2";"1";"2";
"";"";"18.0";"as tradições de a África Central e África Ocidental ";" derivam";"de a cultura Yoruba Burkina Faso ";"";"";"2";"1";"2";
"";"";"19.0";"as tradições de a África Central e África Ocidental ";" derivam";"de a cultura Yoruba Burkina Faso de onde ";"";"";"2";"1";"2";
"";"";"20.0";"a cultura ";" é";"Yoruba ";"";"";"1";"3";"3";
"";"";"21.0";"os tradições ";" é";"Bantu ";"";"";"1";"3";"3";
"";"";"22.0";"o nkisi de os tradições ";" é";"( Congo ) ";"";"";"1";"3";"3";
"";"";"23.0";"o Dahomey ";" é";"( Benin ) ";"";"";"1";"3";"3";
"50";"É neste braço que se encontra a cidade de Lecco , e en o cruzamento deste braço com o braço de Sudoeste , a parte Sudoeste de o lago de Como , que se encontra Bellagio . ";"1.0";"a parte ";" é";"Sudoeste ";"";"";"1";"3";"3";
"51";"Desde ontem integrado a o elenco , o levantador Maurício iniciou seu treino en a seleção sob o olhar atento de o preparador físico Júlio Noronha . ";"1.0";"o levantador ";" iniciou";"seu treino ";"";"";"1";"1";"1";
"";"";"2.0";"o levantador ";" iniciou";"seu treino en a seleção ";"";"";"1";"1";"1";
"";"";"3.0";"o levantador ";" iniciou";"seu treino en a seleção sob o olhar atento de o preparador físico Júlio Noronha ";"";"";"1";"1";"1";
"";"";"4.0";"o levantador ";" iniciou";"seu treino integrado Desde ontem ";"";"";"1";"1";"1";
"";"";"5.0";"o levantador ";" iniciou";"seu treino integrado Desde ontem a o elenco ";"";"";"1";"1";"1";
"";"";"6.0";"o levantador ";" iniciou";"seu treino sob o olhar atento de o preparador físico Júlio Noronha ";"";"";"1";"1";"0";
"";"";"7.0";"o levantador ";" é";"Maurício ";"";"";"1";"3";"3";
"";"";"8.0";"o preparador físico ";" é";"Júlio Noronha ";"";"";"1";"3";"3";
"";"";"9.0";"Maurício ";" iniciou";"seu treino ";"";"";"3";"1";"1";
"";"";"10.0";"Maurício ";" iniciou";"seu treino en a seleção ";"";"";"3";"1";"1";
"";"";"11.0";"Maurício ";" iniciou";"seu treino en a seleção sob o olhar atento de o preparador físico Júlio Noronha ";"";"";"3";"1";"1";
"";"";"12.0";"Maurício ";" iniciou";"seu treino integrado Desde ontem ";"";"";"3";"1";"1";
"";"";"13.0";"Maurício ";" iniciou";"seu treino integrado Desde ontem a o elenco ";"";"";"3";"1";"1";
"";"";"14.0";"Maurício ";" iniciou";"seu treino sob o olhar atento de o preparador físico Júlio Noronha ";"";"";"3";"1";"0";
"52";"A falta de tempo também impede Camila de ir mais a o cinema , a o teatro e a shows . ";"1.0";"A falta de tempo ";" também impede";"Camila ";"";"";"1";"1";"1";
"";"";"2.0";"A falta de tempo ";" também impede";"Camila de ir mais a o cinema , a o teatro e a shows ";"";"";"1";"1";"1";
"";"";"3.0";"A falta de tempo ";" também impede";"Camila de ir mais a o cinema ";"";"";"1";"1";"2";
"";"";"4.0";"A falta de tempo ";" também impede";"Camila de ir mais a o teatro ";"";"";"1";"1";"2";
"";"";"5.0";"A falta de tempo ";" também impede";"Camila de ir mais a a shows ";"";"";"1";"1";"2";
"53";"Em 1970 , saí daqui como burro , maluco , irresponsável por ter escalado Rivelino en a ponta . ";"";"";"";"";"";"";"";"";
"54";"O grau de adesão e respeito a essas normas está ligado a os atributos morais de os participantes . ";"1.0";"O grau de adesão e respeito a essas normas ";" está ligado";"a os atributos morais de os participantes ";"";"";"1";"1";"1";
"55";"Vira só restaurante sendo que o bar será deslocado para o pátio de o fundo , com direito a performance de o deejay Bid , mais Bartolo e Hori . ";"1.0";"o bar ";" será deslocado";"para o pátio de o fundo ";"";"";"1";"1";"1";
"";"";"2.0";"o bar ";" será deslocado";"para o pátio de o fundo , com direito a performance de o deejay Bid ";"";"";"1";"1";"1";
"";"";"3.0";"o bar ";" será deslocado";"para o pátio de o fundo , com direito a performance de o deejay Bid , mais Bartolo e Hori ";"";"";"1";"1";"1";
"";"";"4.0";"o bar ";" será deslocado";"com direito a performance de o deejay Bid ";"";"";"1";"1";"0";
"";"";"5.0";"o bar ";" será deslocado";"com direito a performance de o deejay , mais Bartolo e Hori ";"";"";"1";"1";"0";
"";"";"6.0";"o bar ";" será deslocado";"para o pátio de o fundo , com direito a performance de o deejay Bid , mais Bartolo ";"";"";"1";"1";"2";
"";"";"7.0";"o bar ";" será deslocado";"para o pátio de o fundo , com direito a performance de o deejay Bid Hori ";"";"";"1";"1";"2";
"";"";"8.0";"o deejay ";" é";"Bid ";"";"";"1";"3";"3";
"56";"Músicos : Edgard Scandurra , Paulo Tatit , Zaba Moreau , Pedro Ito e Peter Price . ";"";"";"";"";"";"";"";"";
"57";"a os poucos , chegavam os Zamboni , os Tomasi , os Fitarelli , com suas tradições e , é claro , com cepas de videiras . ";"1.0";"os Zamboni , os Tomasi , os Fitarelli , com suas tradições ";" chegavam";"a os poucos ";"";"";"1";"1";"1";
"";"";"2.0";"os Zamboni , os Tomasi , os Fitarelli , com suas tradições ";" é";"claro ";"";"";"1";"2";"1";
"";"";"3.0";"os Zamboni , os Tomasi , os Fitarelli , com suas tradições ";" é";"claro , com cepas de videiras ";"";"";"1";"2";"1";
"58";"O IPMF foi criado para vigorar somente até o próximo dia 31 . ";"1.0";"O IPMF ";" foi criado";"para vigorar somente até o próximo dia 31 ";"";"";"1";"1";"1";
"59";"Até mesmo en a Organização por a Libertação de a Palestina ( OLP ) houve críticas a o líder . ";"1.0";"a Libertação de a Palestina ";" é";"( OLP ) ";"";"";"1";"3";"3";
"60";"Os 50 contribuintes mais ricos de o país declararam a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões de Imposto de Renda en o exercício de 1992 . ";"1.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal ";"";"";"1";"1";"1";
"";"";"2.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal en o ano passado ";"";"";"1";"1";"1";
"";"";"3.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões ";"";"";"1";"1";"1";
"";"";"4.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões ";"";"";"1";"1";"1";
"";"";"5.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões de Imposto de Renda ";"";"";"1";"1";"1";
"";"";"6.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal en o ano passado um patrimônio de US $ 11,7 bilhões , mas só recolheram US $ 6,2 milhões de Imposto de Renda en o exercício de 1992 ";"";"";"1";"1";"1";
"";"";"7.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal um patrimônio de US $ 11,7 bilhões ";"";"";"1";"1";"0";
"";"";"8.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita Federal , mas só recolheram US $ 6,2 milhões ";"";"";"1";"1";"0";
"";"";"9.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita de Imposto de Renda ";"";"";"1";"1";"0";
"";"";"10.0";"Os 50 contribuintes mais ricos de o país ";" declararam";"a a Receita en o exercício de 1992 ";"";"";"1";"1";"0";
"61";"Importante lembrar que a violência , hoje , acontece fora de os estádios , en as torcidas e , também , dentro de as quatro linhas , entre jogadores , técnicos , juízes etc . ";"1.0";"a violência ";" hoje , acontece";"fora de os estádios , en as torcidas ";"";"";"1";"1";"1";
"";"";"2.0";"a violência ";" hoje , acontece";"fora de os estádios , en as torcidas e , também , dentro de as quatro linhas também , dentro de as quatro linhas , entre jogadores , técnicos , juízes etc ";"";"";"1";"1";"1";
"";"";"3.0";"a violência ";" hoje , acontece";"e , também , dentro de as quatro linhas também , dentro de as quatro linhas , entre jogadores , técnicos , juízes etc ";"";"";"1";"1";"0";
"";"";"4.0";"a violência ";" hoje , acontece";"fora de os estádios ";"";"";"1";"1";"2";
"";"";"5.0";"a violência ";" hoje , acontece";"fora en as torcidas ";"";"";"1";"1";"2";
"";"";"6.0";"a violência ";" hoje , acontece";"fora en as torcidas e , também , dentro de as quatro linhas técnicos ";"";"";"1";"1";"2";
"";"";"7.0";"a violência ";" hoje , acontece";"fora en as torcidas e , também , dentro de as quatro linhas juízes ";"";"";"1";"1";"2";
"";"";"8.0";"a violência ";" hoje , acontece";"fora en as torcidas e , também , dentro de as quatro linhas etc ";"";"";"1";"1";"2";
"62";"Folha Algumas empresas de Santa Catarina e de São Paulo reajustaram seus preços como consequência de o dissídio salarial concedido a os seus trabalhadores . ";"1.0";"Algumas empresas de Santa Catarina e de São Paulo ";" reajustaram";"seus preços ";"";"";"1";"1";"1";
"";"";"2.0";"Algumas empresas de Santa Catarina e de São Paulo ";" reajustaram";"seus preços como consequência de o dissídio salarial concedido a os seus trabalhadores ";"";"";"1";"1";"1";
"63";"Dener morreu en o dia 19 de abril em um acidente de carro , en o Rio . ";"1.0";"Dener ";" morreu";"en o dia 19 de abril ";"";"";"1";"1";"1";
"";"";"2.0";"Dener ";" morreu";"en o dia 19 de abril em um acidente de carro ";"";"";"1";"1";"1";
"";"";"3.0";"Dener ";" morreu";"en o dia 19 de abril em um acidente de carro , en o Rio ";"";"";"1";"1";"1";
"";"";"4.0";"Dener ";" morreu";"em um acidente de carro ";"";"";"1";"1";"0";
"";"";"5.0";"Dener ";" morreu";"en o Rio ";"";"";"1";"1";"0";
"64";"Segundo o técnico Zé Roberto , após as fériasa seleção vai aproveitar o intervalo até a fase final de a Liga para corrigir as falhas apresentadas en a fase classificatória , entre eles o saque e o passe . ";"1.0";"o técnico ";" é";"Zé Roberto ";"";"";"1";"3";"3";
"65";"O diretor - presidente de a Splice , Antonio Beldi , afirmou ontem que a prefeitura ainda não pagou os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro . ";"1.0";"a prefeitura ";" ainda não pagou";"os US $ 600 mil ";"";"";"1";"1";"1";
"";"";"2.0";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo ";"";"";"1";"1";"1";
"";"";"3.0";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ";"";"";"1";"1";"1";
"";"";"4.0";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ";"";"";"1";"1";"1";
"";"";"5.0";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ";"";"";"1";"1";"2";
"";"";"6.0";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ";"";"";"1";"1";"2";
"";"";"7.0";"O diretor - presidente de a Splice ";" é";"Antonio Beldi ";"";"";"1";"3";"3";
"";"";"8.0";"O diretor - presidente de a Splice ";" afirmou";"ontem que ";"";"";"1";"1";"6";
"";"";"8.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil ";"x";"x";"x";"x";"x";
"";"";"9.0";"O diretor - presidente de a Splice ";" afirmou";"ontem que ";"";"";"1";"1";"6";
"";"";"9.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo ";"x";"x";"x";"x";"x";
"";"";"10.0";"O diretor - presidente de a Splice ";" afirmou";"ontem que ";"";"";"1";"1";"6";
"";"";"10.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ";"x";"x";"x";"x";"x";
"";"";"11.0";"O diretor - presidente de a Splice ";" afirmou";"ontem que ";"";"";"1";"1";"6";
"";"";"11.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ";"x";"x";"x";"x";"x";
"";"";"12.0";"O diretor - presidente de a Splice ";" afirmou";"ontem que ";"";"";"1";"1";"6";
"";"";"12.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ";"x";"x";"x";"x";"x";
"";"";"13.0";"O diretor - presidente de a Splice ";" afirmou";"ontem que ";"";"";"1";"1";"6";
"";"";"13.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ";"x";"x";"x";"x";"x";
"";"";"14.0";"O diretor - presidente de a Splice ";" afirmou";"que ";"";"";"1";"1";"6";
"";"";"14.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil ";"x";"x";"x";"x";"x";
"";"";"15.0";"O diretor - presidente de a Splice ";" afirmou";"que ";"";"";"1";"1";"6";
"";"";"15.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo ";"x";"x";"x";"x";"x";
"";"";"16.0";"O diretor - presidente de a Splice ";" afirmou";"que ";"";"";"1";"1";"6";
"";"";"16.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ";"x";"x";"x";"x";"x";
"";"";"17.0";"O diretor - presidente de a Splice ";" afirmou";"que ";"";"";"1";"1";"6";
"";"";"17.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ";"x";"x";"x";"x";"x";
"";"";"18.0";"O diretor - presidente de a Splice ";" afirmou";"que ";"";"";"1";"1";"6";
"";"";"18.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ";"x";"x";"x";"x";"x";
"";"";"19.0";"O diretor - presidente de a Splice ";" afirmou";"que ";"";"";"1";"1";"6";
"";"";"19.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ";"x";"x";"x";"x";"x";
"";"";"20.0";"Antonio Beldi ";" afirmou";"ontem que ";"";"";"3";"1";"6";
"";"";"20.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil ";"x";"x";"x";"x";"x";
"";"";"21.0";"Antonio Beldi ";" afirmou";"ontem que ";"";"";"3";"1";"6";
"";"";"21.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo ";"x";"x";"x";"x";"x";
"";"";"22.0";"Antonio Beldi ";" afirmou";"ontem que ";"";"";"3";"1";"6";
"";"";"22.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) ";"x";"x";"x";"x";"x";
"";"";"23.0";"Antonio Beldi ";" afirmou";"ontem que ";"";"";"3";"1";"6";
"";"";"23.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro e janeiro ";"x";"x";"x";"x";"x";
"";"";"24.0";"Antonio Beldi ";" afirmou";"ontem que ";"";"";"3";"1";"6";
"";"";"24.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de dezembro ";"x";"x";"x";"x";"x";
"";"";"25.0";"Antonio Beldi ";" afirmou";"ontem que ";"";"";"3";"1";"6";
"";"";"25.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo en o bairro de a Penha ( zona leste ) en os meses de janeiro ";"x";"x";"x";"x";"x";
"";"";"26.0";"Antonio Beldi ";" afirmou";"que ";"";"";"3";"1";"6";
"";"";"26.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil ";"x";"x";"x";"x";"x";
"";"";"27.0";"Antonio Beldi ";" afirmou";"que ";"";"";"3";"1";"6";
"";"";"27.1";"a prefeitura ";" ainda não pagou";"os US $ 600 mil referentes a a coleta de lixo ";"x";"x";"x";"x";"x";
"";"";"28.0";"Antonio Beldi ";" afirmou";"que ";"";"";"3";"1";"6";
