;ID.SENTENÇA;SENTENÇA;ARG1;REL;ARG2;COERÊNCIA;MINIMALIDADE;sistemas
181;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local ;;;orange, lys
182;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco quando notam a limpeza ;;;dptoie
183;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco quando notam a limpeza e organização presente ;;;dptoie
184;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco quando notam a limpeza e organização presente en a cultura de o povo local ;;;dptoie
185;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco quando notam a limpeza que ;;;dptoie
186;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco quando notam organização presente ;;;dptoie
187;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar os cânions de o Rio São Francisco quando notam organização presente que ;;;dptoie
188;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar quando notam a limpeza e organização en a cultura de o povo local ;;;dptoie
189;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;a o visitar quando notam a limpeza e organização presente ;;;dptoie
190;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;os visitantes de os mais diversos estados brasileiros ; têm;que ;;;stanford, orange, lys, dptoie
191;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;quem ; condiz;;;;mquni
192;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;quem ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco ;;;mquni, mquni
193;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;quem ; transita;por a principal via de a cidade de Canindé de São Francisco ;;;stanford, orange, mquni
194;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;quem ; transita;por a principal via de a cidade de Canindé de São Francisco ;x;x;stanford
195;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;a o visitar os cânions , quando notam ;;;stanford
196;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;a o visitar os cânions de o Rio São Francisco ;;;stanford
197;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm ;;;stanford
198;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions , quando notam a limpeza ;;;lys
199;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions , quando notam e organização presente ;;;lys
200;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions , quando notam en a cultura de o povo local ;;;lys
201;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco ;;;stanford, lys
202;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam ;;;stanford
203;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza ;;;lys
204;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente ;;;lys
205;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; condiz;com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local ;;;orange, lys
206;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; é;visível ;;;stanford, stanford, orange, lys, dptoie
207;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; é;visível por quem transita por a principal via de a cidade de Canindé de São Francisco ;;;orange, mquni
208;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; é;visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco ;;;mquni, mquni
209;15;Tal percepção é visível por quem transita por a principal via de a cidade de Canindé de São Francisco e condiz com a impressão que os visitantes de os mais diversos estados brasileiros têm a o visitar os cânions de o Rio São Francisco , quando notam a limpeza e organização presente en a cultura de o povo local . ;Tal percepção ; é;visível quem transita por a principal via de a cidade de Canindé de São Francisco ;;;lys
210;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;5 Campeonatos ; é;Russos ;;;orange, dptoie
211;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;5 Campeonatos ; é;sete Campeonatos Soviéticos ;;;orange
212;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos , sete Campeonatos Soviéticos ;;;dptoie
213;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos Russos ;;;stanford, orange, mquni, lys, dptoie
214;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos Russos , sete Campeonatos Soviéticos ;;;stanford, orange, mquni, dptoie
215;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos Russos , sete Campeonatos Soviéticos , de a Rússia cinco Copas de a União Soviética ;;;dptoie
216;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia ;;;orange, lys, dptoie
217;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética ;;;stanford, orange, mquni, dptoie
218;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos Russos , sete Campeonatos Soviéticos de a Rússia cinco Copas de a União Soviética ;;;orange
219;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos sete Campeonatos Soviéticos ;;;lys
220;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos sete Copas de a Rússia ;;;lys, dptoie
221;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;5 Campeonatos sete Copas e cinco Copas de a União Soviética ;;;dptoie
222;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;Russos cinco Copas de a União Soviética ;;;stanford, mquni
223;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;Russos sete Campeonatos Soviéticos ;;;stanford, mquni
224;16;O CSKA venceu 5 Campeonatos Russos , sete Campeonatos Soviéticos , sete Copas de a Rússia e cinco Copas de a União Soviética . ;O CSKA ; venceu;Russos sete Copas de a Rússia ;;;stanford, mquni
225;17;Este pertência a o Rei de Soleanna , um homem que almejava o poder para viajar através de o tempo . ;um homem ; almejava;o poder ;;;stanford, orange, mquni, lys, dptoie
226;17;Este pertência a o Rei de Soleanna , um homem que almejava o poder para viajar através de o tempo . ;um homem ; almejava;o poder para viajar através de o tempo ;;;stanford, orange, mquni, lys, dptoie
227;18;Lançada em 1997 , a canção foi terceiro single de o álbum Everywhere . ;a canção ; foi;Lançada em 1997 ;;;dptoie
228;18;Lançada em 1997 , a canção foi terceiro single de o álbum Everywhere . ;a canção ; foi;terceiro single de o álbum Everywhere ;;;stanford, orange, mquni, lys
229;18;Lançada em 1997 , a canção foi terceiro single de o álbum Everywhere . ;a canção ; foi terceiro single;de o álbum Everywhere ;;;stanford, orange, mquni, lys
230;18;Lançada em 1997 , a canção foi terceiro single de o álbum Everywhere . ;a canção ; foi terceiro single;Lançada em 1997 ;;;orange
231;18;Lançada em 1997 , a canção foi terceiro single de o álbum Everywhere . ;a canção ; Lançada;em 1997 ;;;stanford, mquni, lys
232;18;Lançada em 1997 , a canção foi terceiro single de o álbum Everywhere . ;o álbum ; é;Everywhere ;;;stanford, orange, mquni, lys, dptoie
233;19;Passa por muitas praias de a Costa de a Prata , entre elas : Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real . ;;;;;;orange, mquni, lys, dptoie
234;19;Passa por muitas praias de a Costa de a Prata , entre elas : Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real . ;Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real ; Passa;entre elas ;;;stanford
235;19;Passa por muitas praias de a Costa de a Prata , entre elas : Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real . ;Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real ; Passa;por muitas praias de a Costa de a Prata ;;;stanford
236;19;Passa por muitas praias de a Costa de a Prata , entre elas : Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real . ;Valadares , Espinho , Esmoriz , Ovar , Mira , Figueira de a Foz e Termas de Monte Real ; Passa;por muitas praias de a Costa de a Prata , entre elas ;;;stanford
237;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é;Kit Latura ( Sylvester Stallone ;;;stanford, orange, mquni, lys, dptoie
238;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é;que o próprio túnel desabe ;;;dptoie
239;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é;um ex - bombeiro ;;;mquni
240;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;( Sylvester Stallone ) ;;;stanford, orange, mquni, lys, dptoie
241;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel ;;;stanford, orange, mquni, dptoie
242;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas ;;;stanford, orange, dptoie
243;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que ;;;stanford, orange, mquni, dptoie
244;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;antes que ;;;stanford, orange, dptoie
245;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;um ex - bombeiro que precisará entrar e resgatar as vítimas ;;;stanford, orange, dptoie
246;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;um ex - bombeiro que precisará entrar e resgatar as vítimas antes que ;;;mquni
247;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;A única esperança para os sobreviventes ; é Kit Latura;um ex - bombeiro que precisará entrar en o túnel ;;;stanford, orange, mquni, dptoie
248;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;Kit Latura ; é;( Sylvester Stallone ) ;;;stanford, orange, mquni, lys, dptoie
249;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;o ar ; se esgote;;x;x;dptoie, dptoie
250;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;o ar ; se esgote;ou que o próprio túnel desabe ;;;stanford, orange, mquni
251;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;o ar ; se esgote;ou que o próprio túnel desabe ;x;x;stanford, stanford, stanford, orange, orange, orange, mquni, mquni, mquni
252;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;um ex - bombeiro ; precisará;entrar en o túnel ;;;stanford, orange, mquni, lys, dptoie
253;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;um ex - bombeiro ; precisará;entrar en o túnel e resgatar as vítimas ;;;stanford, orange, dptoie
254;20;A única esperança para os sobreviventes é Kit Latura ( Sylvester Stallone ) , um ex - bombeiro que precisará entrar en o túnel e resgatar as vítimas antes que o ar se esgote , ou que o próprio túnel desabe . ;um ex - bombeiro ; precisará;entrar en o túnel e resgatar as vítimas antes que ;;;stanford, orange, mquni
255;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;3 528 habitantes e em 2007 de 3 570 habitantes ; era;segundo dados de o IBGE ;;;mquni
256;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;2007 de 3 570 habitantes ;;;lys
257;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes ;;;orange, lys, dptoie
258;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes 2007 de 3 570 habitantes ;;;lys
259;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes 2007 de 3 570 habitantes , segundo dados de o IBGE ;;;lys
260;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes e em 2007 de 3 570 habitantes ;;;stanford
261;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE ;;;orange, dptoie
262;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes em 2007 ;;;stanford
263;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes em 2007 e em 2007 de 3 570 habitantes ;;;stanford
264;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;de 3 528 habitantes em 2007 e em 2007 de 3 570 habitantes , segundo dados de o IBGE ;;;stanford
265;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;em 2007 de 3 570 habitantes segundo dados de o IBGE ;;;orange
266;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;em 2007 em 2007 de 3 570 habitantes ;;;stanford
267;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; era;segundo dados de o IBGE ;;;stanford, mquni, lys, dptoie
268;21;Sua população estimada em 2004 era de 3 528 habitantes e em 2007 de 3 570 habitantes , segundo dados de o IBGE . ;Sua população ; estimada;em 2004 ;;;stanford, orange, mquni, lys, dptoie
269;22;O diagrama seguinte representa as localidades em um raio de 8 km a o redor de Muniz . ;O diagrama seguinte ; representa;as localidades em um raio de 8 km ;;;stanford, orange, mquni, lys, dptoie
270;22;O diagrama seguinte representa as localidades em um raio de 8 km a o redor de Muniz . ;O diagrama seguinte ; representa;as localidades em um raio de 8 km a o redor de Muniz ;;;stanford, orange, mquni, lys, dptoie
271;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;contra 10 de o rival e ídolo Rogério Ceni ;;;mquni
272;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;en o total ;;;mquni, lys
273;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;en o total , contra 10 de ídolo ;;;mquni
274;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;en o total , contra 10 de o rival ;;;mquni
275;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;en o total , contra 10 de o rival e ídolo Rogério Ceni ;;;mquni
276;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo en a disputa de a Séria B de o Campeonato Brasileiro ;;;mquni
277;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13; foram;sendo en a disputa de a Séria B de o Campeonato Brasileiro ;;;mquni
278;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13 en o total ; foram;contra 10 de ídolo ;;;stanford
279;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13 en o total ; foram;contra 10 de o rival ;;;stanford
280;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;13 en o total ; foram;contra 10 de o rival e ídolo Rogério Ceni ;;;stanford
281;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;9; sendo;en a disputa de a Séria B de o Campeonato Brasileiro ;;;mquni, lys
282;23;Em 2007 , Tiago foi o goleiro com mais gols en o Brasil , foram 13 en o total , contra 10 de o rival e ídolo Rogério Ceni , sendo 9 en a disputa de a Séria B de o Campeonato Brasileiro . ;e ídolo ; é;Rogério Ceni ;;;lys
